grade_level,Math,Science,English,Gender_female,Gender_male
1.0582008514457222,0.716636433481398,-0.557222336128379,0.3677262050875403,1.0,0.0
-0.41561649040068765,-0.9297970199525847,0.20237127519990458,-1.4086447595787688,0.0,1.0
1.3529643198150043,0.05105695230595819,-1.0060731064587283,1.238496285806319,0.0,1.0
0.17391044633787633,0.7866974314998654,0.06426334586748939,-1.1299983337487596,0.0,1.0
-0.12085302203140566,0.7516669324906317,-0.9715461241256246,-0.5378746788599899,0.0,1.0
0.4686739147071583,-1.2450715110356878,-1.6620857707877006,1.7609583342375865,0.0,1.0
0.7634373830764403,0.12111795032442554,-1.1096540534580397,1.4823119084075773,1.0,0.0
0.4686739147071583,-1.1399800140079868,1.514396603857849,-1.234490743435013,1.0,0.0
1.6477277881842862,0.4013619423982949,-1.1787080181242473,-0.2592282530299806,1.0,0.0
1.3529643198150043,0.43639244140752864,0.5476410985309426,1.2733270890350703,0.0,1.0
1.3529643198150043,-0.33427853679561226,0.029736363534385586,-0.22439744980122941,0.0,1.0
-1.5946703638778157,-0.7196140258971827,-0.557222336128379,-0.2592282530299806,1.0,0.0
0.4686739147071583,1.6624599067307073,0.09879032820059318,0.3328954018587891,1.0,0.0
0.17391044633787633,0.22620944735212656,0.305952222199216,0.47221861477379373,0.0,1.0
1.3529643198150043,1.137002421592202,0.5476410985309426,-0.4682130724024875,1.0,0.0
-0.7103799587699696,-1.0348885169802857,0.651222045530254,1.7261275310088353,0.0,1.0
-0.12085302203140566,-0.78967502391565,-0.7989112124601055,1.7609583342375865,0.0,1.0
-0.12085302203140566,0.5414839384352297,0.27142523986611217,0.19357218894378447,0.0,1.0
-0.12085302203140566,-1.6304070001372581,1.0655458335274994,-0.6423670885462434,0.0,1.0
-1.5946703638778157,-0.6145225288694817,-0.4881683714621714,1.2733270890350703,0.0,1.0
1.0582008514457222,1.5573684097030063,0.3404792045323198,-0.8861827111475014,1.0,0.0
0.17391044633787633,-1.3501630080633888,1.0655458335274994,0.750865040603803,0.0,1.0
0.4686739147071583,0.12111795032442554,0.5131141161978388,-0.43338226917373635,1.0,0.0
0.4686739147071583,-0.47440053283254696,0.3750061868654236,-0.15473584334372711,1.0,0.0
1.6477277881842862,-0.054034544721742836,-1.6966127531208044,-0.29405905625873174,0.0,1.0
1.3529643198150043,-0.78967502391565,-0.2464794951304448,-0.11990504011497595,0.0,1.0
-0.7103799587699696,-1.560346002118791,-0.902492159459417,-0.18956664657247826,0.0,1.0
-1.2999068955085336,0.1561484493336592,1.6179775508571603,0.6115418276887984,1.0,0.0
-1.2999068955085336,0.9268194275368001,-0.2464794951304448,0.8205266470613053,1.0,0.0
1.0582008514457222,-1.4202240060818563,1.514396603857849,-1.6524603821800268,0.0,1.0
-1.0051434271392516,-1.1399800140079868,-1.1441810357911435,-1.5827987757225246,1.0,0.0
1.3529643198150043,-1.3851935070726225,0.5131141161978388,-1.6524603821800268,1.0,0.0
-1.5946703638778157,-1.2801020100449214,-1.5585048237883892,-1.6176295789512758,1.0,0.0
-0.41561649040068765,-0.684583526887949,1.6525045331902641,0.3328954018587891,0.0,1.0
1.0582008514457222,-1.2801020100449214,0.6857490278633578,-1.0951675305200084,1.0,0.0
